layer,name,address,city,state,zip,phone,website,mission_description,longitude,latitude
Historic Landmarks,Idaho-Maryland Mine Site,"Hillside adjacent to Centennial Dr and Whispering Pines Lane, south of Idaho Maryland Rd, Grass Valley",,,,,,"The Idaho quartz mine was discovered in 1863. It prospered under the Coleman brothers from 1867-93, then consolidated with the Maryland and other small mines. Eventually it became one of the 'Big Three' of the Northern Mines, the other two being the Empire and the North Star. Its final years under the management of Errol MacBoyle were very productive. He developed a revolutionary method of shaft sinking, using a huge core drill called the Newsom drilling machine. World War II and government order L208 brought about final closing. Note: Various parts of the mine still exist. The office building is off the east side of Centennial Drive, between Idaho Maryland Road and Whispering Pines Lane. A headframe is located near the Grass Valley Scrap, Iron & Metal yard. Learn more about the mine from Gold in Quartz: The Legendary Idaho Maryland Mine by Jack Clark, or from MacBoyle's Gold by Gage McKinney, both available from Comstock Bonanza Press.",-121.0403,39.2217
Historic Landmarks,Railroad and Transportation Museum,"Five Kidder Court, Nevada City. Take Ridge Rd exit off Hwy 49",,,,,,"The Nevada County Narrow Gauge Railroad (1876_1942) ran 22 miles from Nevada City through Grass Valley, its headquarters; to Colfax, Placer County, where it met the transcontinental line of the Central (later Southern) Pacific Railroad. Built by John F. Kidder, it was the main freight and passenger route serving the western county. Kidder ran the railroad until his death in 1901 and was followed by his widow Sarah, who became the first woman railroad president in United States. She served until 1913. This museum is dedicated to preserving the NCNGRR's place in history and to those who built, operated and maintained the little road. Second plaque dedicated 2011 by Native Sons of the Golden West: Railroad and Transportation Museum. The Nevada County Historical Society founded the Transportation Museum Division in 1983 to acquire, document, restore and preserve information and artifacts pertaining to Nevada County's railroad and transportation history. Best known is the Nevada County Narrow Gauge Railroad that operated from 1876 until 1942. The museum opened for public enjoyment on March 17, 2003.",-121.0197,39.2498
Historic Landmarks,Nevada County Narrow Gauge RR (II),"Railroad Avenue at Sacramento St, Nevada City",,,,,,"Nevada County Narrow Gauge Railroad was dedicated May 20, 1876 one hundred feet east of this spot. Built by John Flint Kidder between 1874-76 it ran 22 miles from Nevada City to Colfax via Grass Valley. Rails taken up in 1942. Sarah Kidder, widow of builder, worldÍs first woman railroad president 1901-13.",-121.0179,39.2591
Historic Landmarks,Nevada City Jewish Cemetery,"End of King Hiram Lane, off Searls Ave, Nevada City",,,,,,"The Nevada City Jewish Cemetery was established in 1854. The first burial was in 1856 and the last in 1890. Twenty nine headstones are visible, including that of Louis W. Dreyfuss, a cousin of Captain Alfred Dreyfus of France, the victim in the infamous Dreyfus Affair. The cemetery was restored around 50 years ago by the Commission for the Preservation of Pioneer Jewish Cemeteries and Landmarks. It is locked and fenced to protect against vandalism. Note: For more information see A Traveler's Guide to Pioneer Jewish Cemeteries of the California Gold Rush by Susan Morris.",-121.022,39.2548
Historic Landmarks,Hydraulic Mining,"Railroad Ave at back entrance to Northern Queen Inn, Nevada City",,,,,,"The first hydraulic mining originated here at American Hill Diggins by Edward Matteson in 1853. Matteson originally used canvas hose. The canvas hose was replaced with crinoline hose in 1860. These miners' giants, also known as water cannons, monitors and dictators, washed hillsides away with high pressure water, uncovering gold bearing beds. This mining technique flourished profitably until 1884. Rivers were being filled with mud and debris causing flooding of the rich farm lands in the valley. At that time, a lawsuit brought by farmers against hydraulic mining was heard in Marysville, California where a decision known as The Sawyer Decision stopped all mining. Under a special use permit, granted by the Department of Fish and Game, these hydraulic monitors were last used at the Pacific Slab Mine near Foresthill, California in 1970, which was documented by the California Department of Parks and Recreation.",-121.027,39.2682
Historic Landmarks,Pioneer Cemetery,"East side of W. Broad St, near Hwy 49, Nevada City",,,,,,"This cemetery was established in 1851 on a knoll back of the First Methodist Church. This gave the site its name. Many noted citizens rest here. Note: The first cemetery in Nevada County after arrival of the 49ers. Located in the churchyard of the first Methodist Church that once occupied this site, it has been in use since 1851. A wooden marker was placed in 1949. The plaque is on a stone monument in the front part of the cemetery. Many famous pioneers and early settlers are buried here, including Henry Meredith and William Alphonso Sutter, the son of General John Sutter. Aaron A. Sargent's cenotaph is here though his remains were cremated and scattered by air above the Quaker Hill Mine, which he used to own.",-121.024,39.2658
Historic Landmarks,Englebright House,"524 E. Broad St, Nevada City",,,,,,"Notable as one of the earliest recorded houses in Nevada City and for its history of prominent owners. The tradition that the legendary William Morris Stewart built the house in 1853 cannot be documented for no deeds remain earlier than 1858. However, the house appears as the residence of P. G. Womack in the first map of the city prepared in 1855 and published in 1856. Other owners included the famous mining engineer, Capt. Thos. Mein, whose son William Wallace Mein was born in the house in 1873. The family of the late U.S. Representative Harry Englebright purchased the house in 1897 and resided there until 1959. The interior shows the work of many occupants and the exterior reflects eclectic borrowings from many past styles.",-121.0217,39.2647
Historic Landmarks,Nathaniel P. Brown House,528 E Broad St Nevada City,,,,,,"Nathaniel P. Brown, founding owner of the Nevada Daily Transcript and early political figure in Nevada City, lived here from 1865 until 1909. He expanded the original cottage to its current size in the 1880s, allowing for frequent entertaining. The home was built in 1858 by Jesse S. Wall, an early settler and merchant. Nathaniel Brown came to Nevada City from Massachusetts in 1853 at the age of 18, following his friend Aaron Sargent. He was part owner of the weekly Nevada Journal from 1855 to 1859. In 1860, Brown founded the countyÍs first daily, the Morning Transcript, and from then until 1904 was prominent in newspaper circles and a constant champion of mine ownerÍs rights. The most famous resident of the house was opera diva Emma Nevada. While her father, Dr. W. W. Wixom, sought a new home for his family, Emma and her mother boarded here until 1864. Between the ages of 4 and 13 she resided at Austin, Nevada. Emma Wixom achieved great fame as a singer and took the stage name Nevada to honor the state in which she grew up and the county where she was born. She returned to Nevada City in 1902 and performed to a packed audience at the Nevada Theatre.",-121.0219,39.2648
Historic Landmarks,Indian Medicine Stone,"621 E. Broad St, opposite N. Pine St, Nevada City",,,,,,Pioneer Emigrant Trail. This boulder was known to the pioneers as the Indian Medicine Stone. On its top are hollows in which the Indians lay while taking sun baths to cure their ills. One branch of the Emigrant Trail leading from Truckee Pass to the gold mines of Nevada County and to the Valley of the Sacramento passed close beside this stone.,-121.0219,39.267
Historic Landmarks,545 Main Street,"545 Main St, Nevada City",,,,,,"Druggist and County Treasurer Edward F. Spence built this house on 3 lots in 1866 and lived here with his wife Marietta until her death in 1868. He founded Spenceville, organized banks in San Jose and Southern California, served as Mayor of Los Angeles, and was instrumental in establishing the Mt. Wilson Observatory. County Judge Addison C. Niles bought the house from Spence in 1870 and occupied it with his wife Elizabeth until his election to the California Supreme Court in 1871. The City of Niles, California, is named for him. Niles Searls bought the house from his brother-in-law, Addison Niles, in 1871. When he became a Supreme Court Commissioner in 1885 he and his wife Mary gave the house to son Fred and his bride, Helen Pond, as a wedding present. In 1887 Niles Searls became Chief Justice of the California Supreme Court, and served on the Supreme Court Commission from 1893 to 1899. Attorney Fred Searls (a native of Nevada City) and his wife Helen (a native of Downieville) lived here from 1885 until his death in 1929. The last member of the family to reside here was Fred Searls III, great-grandson of Niles Searls.",-121.0193,39.266
Historic Landmarks,Baruh House,516 Main St Nevada City,,,,,,"The Baruh Home Built 1852. This site and home of two rooms was bought in 1866 by Mr. and Mrs. A. Baruh, grandparents of Mrs. Lucille Sherwood. Mrs. Clara Baruh Quigley, a charter member of Laurel Parlor No. 6, Native Daughters of the Golden West. Mr. Joseph Baruh, son, charter member of Hydraulic Parlor No. 56, Native Sons of the Golden West. Other family members: daughters Jenny Baruh Zellerbach, Rebecca Baruh Gabriel, sons Moses, Marcus and David. Mr. Aaron Baruh was a businessman operating a grocery store on Commercial Street, receiving gold dust for the commodities in the gold rush area. Later he operated a saloon and was very active in the early settlement of Nevada City. Note: Originally built by Jacob Coleman as a two-room cottage, it was expanded in 1866 by Aaron Baruh.",-121.0187,39.2657
